cross_streets,menu_date_updated,city,geo_accuracy,latitude,rating,mobile_url,review_count,is_claimed,snippet_text,snippet_image_url,display_phone,categories,id,is_closed,longitude,neighborhoods,address,image_url,display_address,url,menu_provider,country_code,rating_img_url,rating_img_url_large,phone,name,rating_img_url_small,postal_code,state_code
,,Sunnyside,9.5,40.7460048214421,5.0,https://m.yelp.com/biz/the-alcove-sunnyside?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,167,true,I love this place. I've been twice and have been so impressed with the service. Everyone who works here makes a point to introduce themselves by name and...,https://s3-media3.fl.yelpcdn.com/photo/e3CyPxyhLORh2wqWsW75Bg/ms.jpg,+1-347-813-4159,"[[Gastropubs,gastropubs],[Tapas Bars,tapas]]",the-alcove-sunnyside,false,-73.9152161277393,["Woodside"],["41-11 49th Street"],https://s3-media1.fl.yelpcdn.com/bphoto/yerj0JC1KCT3z5MC02Qfdw/ms.jpg,"[41-11 49th Street,Woodside,Sunnyside, NY 11104]",https://www.yelp.com/biz/the-alcove-sunnyside?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/22affc4e6c38/ico/stars/v1/stars_large_5.png,3478134159,The Alcove,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png,11104,NY
,1472872012,Ridgewood,8.0,40.7053299,4.5,https://m.yelp.com/biz/onderdonk-and-sons-ridgewood?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,39,false,"With so many new bars popping up in Ridgewood, its hard to find a nice friendly place. On three separate occasions we walked into Onderdonk & Sons after...",https://s3-media2.fl.yelpcdn.com/photo/TC1y6z5TYP895wVAxoR4fg/ms.jpg,+1-718-555-1212,"[[Cocktail Bars,cocktailbars],[Wine Bars,wine_bars],[Burgers,burgers]]",onderdonk-and-sons-ridgewood,false,-73.9100418,["Ridgewood"],["566 Onderdonk Ave"],https://s3-media3.fl.yelpcdn.com/bphoto/Rfej-waWX9yStreuKZnW7Q/ms.jpg,"[566 Onderdonk Ave,Ridgewood,Ridgewood, NY 11385]",https://www.yelp.com/biz/onderdonk-and-sons-ridgewood?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,7185551212,Onderdonk & Sons,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11385,NY
,1472730776,New York,9.5,40.7263139141197,4.5,https://m.yelp.com/biz/upstate-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,1298,true,"This is such a cool place for either a date or casual friends hang out with very hip music in the background. I really like their wide selection of...",https://s3-media1.fl.yelpcdn.com/photo/XOem5hb8Ri_WEMK_Y2VaFw/ms.jpg,+1-917-408-3395,"[[Seafood,seafood]]",upstate-new-york-2,false,-73.9864901976935,["East Village"],["95 1st Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/qJNkVkHcGWsprlouwX3siw/ms.jpg,"[95 1st Ave,East Village,New York, NY 10003]",https://www.yelp.com/biz/upstate-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,9174083395,Upstate,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10003,NY
Edens Aly & Fulton St,1475035953,New York,8.0,40.70873,4.5,https://m.yelp.com/biz/bocadillo-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,42,true,"I'm a huge fan! I've had the drool worthy avocado toast, the fresh mozzarella sandwich, jamon serrano, egg & cheese sandwich and the chai latte. Everything...",https://s3-media2.fl.yelpcdn.com/photo/1Rqk4l7VcH5DBv9GTFhT4w/ms.jpg,+1-212-227-4777,"[[Sandwiches,sandwiches],[Spanish,spanish],[Tapas/Small Plates,tapasmallplates]]",bocadillo-new-york,false,-74.00574,["Financial District"],["40 Gold St"],https://s3-media1.fl.yelpcdn.com/bphoto/MshMK-mZMjkD1b96vn_o1Q/ms.jpg,"[40 Gold St,Financial District,New York, NY 10038]",https://www.yelp.com/biz/bocadillo-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2122274777,Bocadillo,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10038,NY
9th Ave & 8th Ave,,New York,8.0,40.76072,4.5,https://m.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,211,true,"I came in just looking for a simple shot and beer combo before a show. Alan the bartender obliged and despite the rush, was personable and had time to run...",https://s3-media2.fl.yelpcdn.com/photo/zahS-XvLFkQ7_6vkADehFA/ms.jpg,+1-646-918-6923,"[[Cocktail Bars,cocktailbars],[Tapas/Small Plates,tapasmallplates],[American (New),newamerican]]",dutch-freds-new-york-2,false,-73.98793,"[Theater District,Midtown West,Hell's Kitchen]",["307 W 47th St"],https://s3-media2.fl.yelpcdn.com/bphoto/78gMj-tpfLM1kHRq-oXiYw/ms.jpg,"[307 W 47th St,Theater District,New York, NY 10036]",https://www.yelp.com/biz/dutch-freds-new-york-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6469186923,Dutch Freds,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10036,NY
East 9th St & Avenue A,,New York,8.0,40.7275,4.5,https://m.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,198,true,"Worth.the.wait.period!I came here with a friend of mine who knows I loveeeee me some Korean food.Thursday Kitchen is more fusion type Korean food so for...",https://s3-media1.fl.yelpcdn.com/photo/Yr6lGJDgteO6l30x83byCA/ms.jpg,+1-646-755-8088,"[[Korean,korean],[American (New),newamerican],[Tapas/Small Plates,tapasmallplates]]",thursday-kitchen-new-york,false,-73.9838,"[East Village,Alphabet City]",["424 E 9th St"],https://s3-media2.fl.yelpcdn.com/bphoto/Rrtsi0d4NZ-RR91UPRn7MQ/ms.jpg,"[424 E 9th St,East Village,New York, NY 10009]",https://www.yelp.com/biz/thursday-kitchen-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6467558088,Thursday Kitchen,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10009,NY
Baxter St & Centre St,1472899518,New York,8.0,40.71787,4.5,https://m.yelp.com/biz/chikarashi-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,250,true,"I did a double take when I saw that this place serves Dole Whip, because I've never seen it available outside of Hawaii, and the one time I went to Honolulu...",https://s3-media3.fl.yelpcdn.com/photo/D2qsh04BG8kqvhuvvensuA/ms.jpg,+1-646-649-5965,"[[Japanese,japanese],[Hawaiian,hawaiian],[Poke,poke]]",chikarashi-new-york,false,-73.99948,["Chinatown"],["227 Canal St"],https://s3-media1.fl.yelpcdn.com/bphoto/l_hihX7b8pz2mcaHDnjwvQ/ms.jpg,"[227 Canal St,Chinatown,New York, NY 10013]",https://www.yelp.com/biz/chikarashi-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,6466495965,Chikarashi,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10013,NY
,,Long Island City,8.0,40.74259,4.0,https://m.yelp.com/biz/takumen-long-island-city?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,45,true,"What a great addition to the neighborhood. I first thought it was just a coffee shop because of the coffee/pastry store front - I was wrong. We came here...",https://s3-media2.fl.yelpcdn.com/photo/y9B--aE1sUMkWOHlBZ3XbA/ms.jpg,+1-718-361-7973,"[[Japanese,japanese],[Coffee & Tea,coffee]]",takumen-long-island-city,false,-73.9546699,"[Hunters Point,Long Island City]",["5-50 50th Avenue"],https://s3-media1.fl.yelpcdn.com/bphoto/aQPrUQWb4_UB-Z85kYof5Q/ms.jpg,"[5-50 50th Avenue,Hunters Point,Long Island City, NY 11101]",https://www.yelp.com/biz/takumen-long-island-city?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,7183617973,Takumen,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,11101,NY
Canal St & Hester St,1478689075,New York,8.0,40.7172,4.5,https://m.yelp.com/biz/rabbit-house-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,37,true,"This just bumped Raclette down to #2 on my favorite food experiences of 2016, it was that good! I came with a college friend, and we ordered the following:...",https://s3-media3.fl.yelpcdn.com/photo/Q0tBPj2lysL-XJq5_Idn7Q/ms.jpg,+1-212-343-4200,"[[Japanese,japanese],[Tapas Bars,tapas]]",rabbit-house-new-york,false,-73.99314,["Lower East Side"],["76 Forsyth St"],https://s3-media1.fl.yelpcdn.com/bphoto/OIgpblag4K9KJiNCQ6eHYw/ms.jpg,"[76 Forsyth St,Lower East Side,New York, NY 10002]",https://www.yelp.com/biz/rabbit-house-new-york?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,2123434200,Rabbit House,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,10002,NY
Meserole St & Johnson Ave,,Brooklyn,8.0,40.70747,4.5,https://m.yelp.com/biz/win-son-brooklyn-4?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,61,true,"Win Son is one of my favorite restaurants in Brooklyn. Heck, maybe in all of NYC. It's THAT good! I'm Chinese, so you can trust me. Benes: The restaurant...",https://s3-media2.fl.yelpcdn.com/photo/LcN1mtXUsiFo-EHZnE4lPQ/ms.jpg,+1-347-457-6010,"[[Taiwanese,taiwanese],[American (New),newamerican]]",win-son-brooklyn-4,false,-73.9433899,["East Williamsburg"],["159 Graham Ave"],https://s3-media4.fl.yelpcdn.com/bphoto/BVAjgvnMboFfwpJcVUCfLg/ms.jpg,"[159 Graham Ave,East Williamsburg,Brooklyn, NY 11206]",https://www.yelp.com/biz/win-son-brooklyn-4?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,3474576010,Win Son,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11206,NY
Graham Ave & Humboldt St,1476257648,Brooklyn,8.0,40.70724,4.5,https://m.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,26,true,"LOVE! Order from here at least once a week. Super quick delivery and DELICIOUS fresh food! Highly recommend the grilled cheese, the kale&quinoa, the...",https://s3-media2.fl.yelpcdn.com/photo/6GgawkvGNdHn7lHIBqCTpg/ms.jpg,+1-917-909-0307,"[[American (Traditional),tradamerican],[Sandwiches,sandwiches],[Coffee & Tea,coffee]]",the-brooklyn-tree-brooklyn-2,false,-73.94184,["East Williamsburg"],["188 Montrose Ave"],https://s3-media1.fl.yelpcdn.com/bphoto/QeEUZ5wZRrYu0Lv_0oIYqw/ms.jpg,"[188 Montrose Ave,East Williamsburg,Brooklyn, NY 11206]",https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=NucDGu-AyqiKD-J-G5hGWg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=NucDGu-AyqiKD-J-G5hGWg,single_platform,US,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,9179090307,The Brooklyn Tree,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,11206,NY
